security_level,sig_alg,kem,kem_class,mean_ms,baseline_classique_mean_ms,overhead_pct
L1,ed25519,P-256,classique,181.334,280.86,-35.4
L1,ed25519,hqc128,pq_pur,224.806,280.86,-20.0
L1,ed25519,mlkem512,pq_pur,208.43,280.86,-25.8
L1,ed25519,p256_hqc128,hybride,221.305,280.86,-21.2
L1,ed25519,p256_mlkem512,hybride,195.928,280.86,-30.2
L1,ed25519,x25519_hqc128,hybride,213.204,280.86,-24.1
L1,ed25519,x25519_mlkem512,hybride,206.578,280.86,-26.4
L1,ed25519,x25519,classique,177.073,280.86,-37.0
L1,mldsa44,P-256,classique,390.412,280.86,39.0
L1,mldsa44,hqc128,pq_pur,395.214,280.86,40.7
L1,mldsa44,mlkem512,pq_pur,378.367,280.86,34.7
L1,mldsa44,p256_hqc128,hybride,390.544,280.86,39.1
L1,mldsa44,p256_mlkem512,hybride,378.934,280.86,34.9
L1,mldsa44,x25519_hqc128,hybride,401.94,280.86,43.1
L1,mldsa44,x25519_mlkem512,hybride,371.068,280.86,32.1
L1,mldsa44,x25519,classique,374.621,280.86,33.4
L3,mldsa65,P-384,classique,400.831,292.228,37.2
L3,mldsa65,hqc192,pq_pur,449.463,292.228,53.8
L3,mldsa65,mlkem768,pq_pur,382.199,292.228,30.8
L3,mldsa65,p384_hqc192,hybride,453.628,292.228,55.2
L3,mldsa65,p384_mlkem768,hybride,394.995,292.228,35.2
L3,mldsa65,x448_hqc192,hybride,430.686,292.228,47.4
L3,mldsa65,x448_mlkem768,hybride,366.759,292.228,25.5
L3,mldsa65,x448,classique,388.18,292.228,32.8
L5,mldsa87,P-521,classique,382.282,287.26,33.1
L5,mldsa87,hqc256,pq_pur,952.864,287.26,231.7
L5,mldsa87,mlkem1024,pq_pur,380.0,287.26,32.3
L5,mldsa87,p521_hqc256,hybride,961.931,287.26,234.9
L5,mldsa87,p521_mlkem1024,hybride,415.843,287.26,44.8
L3,secp384r1,P-384,classique,190.005,292.228,-35.0
L3,secp384r1,hqc192,pq_pur,264.226,292.228,-9.6
L3,secp384r1,mlkem768,pq_pur,186.889,292.228,-36.0
L3,secp384r1,p384_hqc192,hybride,277.079,292.228,-5.2
L3,secp384r1,p384_mlkem768,hybride,230.393,292.228,-21.2
L3,secp384r1,x448_hqc192,hybride,243.958,292.228,-16.5
L3,secp384r1,x448_mlkem768,hybride,214.288,292.228,-26.7
L3,secp384r1,x448,classique,189.895,292.228,-35.0
L5,secp521r1,P-521,classique,192.237,287.26,-33.1
L5,secp521r1,hqc256,pq_pur,908.075,287.26,216.1
L5,secp521r1,mlkem1024,pq_pur,205.535,287.26,-28.4
L5,secp521r1,p521_hqc256,hybride,923.362,287.26,221.4
L5,secp521r1,p521_mlkem1024,hybride,213.308,287.26,-25.7
