security_level,sig_alg,kem,kem_class,mean_ms,baseline_classique_mean_ms,overhead_pct
L1,ed25519,P-256,classique,295.342,317.383,-6.9
L1,ed25519,hqc128,pq_pur,346.737,317.383,9.2
L1,ed25519,mlkem512,pq_pur,282.04,317.383,-11.1
L1,ed25519,p256_hqc128,hybride,345.559,317.383,8.9
L1,ed25519,p256_mlkem512,hybride,308.094,317.383,-2.9
L1,ed25519,x25519_hqc128,hybride,340.109,317.383,7.2
L1,ed25519,x25519_mlkem512,hybride,289.827,317.383,-8.7
L1,ed25519,x25519,classique,291.736,317.383,-8.1
L1,mldsa44,P-256,classique,342.371,317.383,7.9
L1,mldsa44,hqc128,pq_pur,363.865,317.383,14.6
L1,mldsa44,mlkem512,pq_pur,331.318,317.383,4.4
L1,mldsa44,p256_hqc128,hybride,389.446,317.383,22.7
L1,mldsa44,p256_mlkem512,hybride,347.822,317.383,9.6
L1,mldsa44,x25519_hqc128,hybride,395.262,317.383,24.5
L1,mldsa44,x25519_mlkem512,hybride,332.874,317.383,4.9
L1,mldsa44,x25519,classique,340.084,317.383,7.2
L3,mldsa65,P-384,classique,362.612,332.209,9.2
L3,mldsa65,hqc192,pq_pur,541.289,332.209,62.9
L3,mldsa65,mlkem768,pq_pur,372.421,332.209,12.1
L3,mldsa65,p384_hqc192,hybride,546.117,332.209,64.4
L3,mldsa65,p384_mlkem768,hybride,359.525,332.209,8.2
L3,mldsa65,x448_hqc192,hybride,520.999,332.209,56.8
L3,mldsa65,x448_mlkem768,hybride,360.3,332.209,8.5
L3,mldsa65,x448,classique,363.56,332.209,9.4
L5,mldsa87,P-521,classique,521.809,410.525,27.1
L5,mldsa87,hqc256,pq_pur,638.608,410.525,55.6
L5,mldsa87,mlkem1024,pq_pur,488.502,410.525,19.0
L5,mldsa87,p521_hqc256,hybride,665.49,410.525,62.1
L5,mldsa87,p521_mlkem1024,hybride,509.395,410.525,24.1
L3,secp384r1,P-384,classique,302.976,332.209,-8.8
L3,secp384r1,hqc192,pq_pur,404.748,332.209,21.8
L3,secp384r1,mlkem768,pq_pur,292.034,332.209,-12.1
L3,secp384r1,p384_hqc192,hybride,407.369,332.209,22.6
L3,secp384r1,p384_mlkem768,hybride,317.582,332.209,-4.4
L3,secp384r1,x448_hqc192,hybride,400.73,332.209,20.6
L3,secp384r1,x448_mlkem768,hybride,298.07,332.209,-10.3
L3,secp384r1,x448,classique,299.686,332.209,-9.8
L5,secp521r1,P-521,classique,299.241,410.525,-27.1
L5,secp521r1,hqc256,pq_pur,611.849,410.525,49.0
L5,secp521r1,mlkem1024,pq_pur,298.304,410.525,-27.3
L5,secp521r1,p521_hqc256,hybride,598.42,410.525,45.8
L5,secp521r1,p521_mlkem1024,hybride,320.54,410.525,-21.9
